id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm001213666,0.000000,1.678937,459.324738,0.113306,241.047934,0.003208
agm002428964,0.000000,0.379237,637.802612,0.148170,319.724711,0.000607
agm001614538,0.596000,3.176409,399.710480,0.370471,223.245130,0.001182
agm001361027,2.909000,3.482918,344.550781,0.522692,196.947487,0.003191
agm003201812,0.126000,2.545600,661.659546,0.293805,318.918108,0.001861
agm001229294,0.455000,2.218572,383.277100,0.356427,221.997720,0.001030
agm003161638,1.751000,2.259509,439.334198,0.456034,208.901583,0.002783
agm002237317,2.811000,3.516731,469.122833,0.502053,222.672949,0.005003
agm001812977,0.001000,0.980307,516.687744,0.213972,259.862071,0.015086
agm001203891,0.038000,1.195845,301.593964,0.279834,165.025391,0.003647
agm002494266,0.000000,0.431464,245.028336,0.103870,243.327563,0.006018
agm001342806,0.000000,0.976997,340.457642,0.107469,231.395578,0.747332
agm002133740,0.000000,1.852904,447.070801,0.156952,281.588321,0.001436
agm002407903,0.001000,4.464043,461.523529,0.213629,199.448808,0.012109
agm003435865,6.992000,5.779756,373.048737,0.773879,152.939024,0.002471
agm001247288,0.067000,3.397742,394.657654,0.287160,214.466645,0.001711
agm003183689,0.431000,2.616997,330.222229,0.378619,140.437561,0.003414
agm001629023,0.008000,4.665051,284.716095,0.248226,163.297101,0.015563
agm002305056,0.000000,0.635420,315.565460,0.202037,209.733347,0.009661
agm005107553,0.018000,1.834387,372.394928,0.252510,288.929025,0.001530
agm002159896,1.179000,6.889417,331.196503,0.461321,133.599150,0.009268
agm001611005,2.622000,2.630663,449.972809,0.486155,236.305383,0.000735
agm001851374,0.886000,2.384676,437.058807,0.380960,278.517107,0.002576
agm001191312,0.000000,0.750938,480.378937,0.143635,322.969995,0.003541
agm001312468,0.204000,3.024590,414.224731,0.318232,241.490863,0.005702
agm003201490,0.000000,4.093235,573.162720,0.186899,323.930330,0.004827
agm002166069,0.349000,2.235794,435.613312,0.337855,252.363722,0.003209
agm002300456,0.346000,3.199259,354.464630,0.343863,218.624498,0.001533
agm001115747,0.475000,4.036119,506.804749,0.352755,249.347770,0.000716
agm001196238,0.371000,1.346686,417.574615,0.347008,219.376160,0.002733
agm003160619,0.108000,1.450299,395.229706,0.288127,334.448208,0.000001
agm003169460,0.001000,0.955532,584.668457,0.215029,281.369113,0.001235
agm003767257,1.719000,4.910885,300.263519,0.470677,178.373496,0.001269
agm001620084,0.068000,1.723332,521.059692,0.278924,302.892465,0.003075
agm003183205,1.734000,1.792086,446.689972,0.441214,242.651727,0.003678
agm003160816,2.479000,2.001536,340.613159,0.526815,162.987953,0.011281
agm002367309,0.072000,2.188882,352.487000,0.292079,194.070553,0.000834
agm003394185,0.704000,2.739589,538.747925,0.353547,363.153369,0.004026
agm001229794,0.765000,2.084564,437.959259,0.368759,296.141828,0.002629
agm001341865,0.114000,1.502971,341.861084,0.312941,157.331977,0.031501
agm003435932,1.698000,4.460528,414.843628,0.447641,221.502329,0.002288
agm005106377,0.881000,0.753972,509.228790,0.384669,260.284346,0.028703
agm001355889,0.009000,1.229182,357.601471,0.247002,202.416603,0.000512
agm003199662,18.967000,7.956524,453.881012,1.044996,239.236600,0.004658
agm002178037,0.022000,5.744740,399.236542,0.257601,270.656187,0.002933
agm001192155,16.530000,0.802545,550.016113,0.957072,237.246572,0.017112
agm001113904,0.026000,1.108979,348.787903,0.269178,180.122646,0.002605
agm003161201,2.442000,2.989056,333.178894,0.552727,135.170422,0.005254
agm003258560,0.024000,0.721620,899.884399,0.252054,403.818151,2.486379
agm001261127,0.033000,0.798214,364.146149,0.271918,197.143644,0.001949
agm003202109,0.345000,1.509276,336.172455,0.366674,138.455815,0.025243
agm005107391,0.075000,0.772607,326.669708,0.289028,225.433969,1.289865
agm001610857,0.000000,2.032246,591.837463,0.200315,293.296597,0.002221
agm003161595,0.067000,1.890482,319.629425,0.287261,214.749877,0.004184
agm002184114,0.318000,2.997806,306.630096,0.352069,168.881221,0.004954
agm002184061,0.164000,2.410281,270.222443,0.326833,154.560051,0.033463
agm003194519,0.066000,0.681818,302.422577,0.293087,171.528396,0.004140
agm003186595,3.448000,2.053555,402.126892,0.567621,174.937365,0.000494
agm001640084,0.000000,2.159495,474.746796,0.190527,177.177745,0.002443
agm002240836,3.164000,2.080297,464.586670,0.505925,242.799760,0.010304
agm003296429,7.182000,5.089325,452.508636,0.650203,242.097930,0.002282
agm001316600,0.484000,3.006562,317.446625,0.389410,132.610496,0.014009
agm002158170,2.254000,2.882536,400.304840,0.478539,217.641667,0.000953
agm005109991,0.531000,1.903880,380.163605,0.396556,130.743587,0.017876
agm003190139,0.017000,2.686671,460.839172,0.251353,289.051210,0.001505
agm002735155,0.007000,2.380485,420.492096,0.239604,260.182115,0.009892
agm001148079,2.413000,2.298082,386.456573,0.508325,182.110028,0.003465
agm003203525,1.020000,7.768588,477.405243,0.395667,255.033747,0.004638
agm003204350,0.000000,2.550427,574.988831,0.163159,281.988837,0.041155
agm003199983,0.436000,5.794793,378.619812,0.359601,200.165091,0.003504
agm001311525,1.688000,1.757839,427.369232,0.451195,211.824406,0.001274
agm003434146,0.000000,3.512586,340.089874,0.117827,197.022801,0.003428
agm002368861,0.168000,5.357242,385.854340,0.315068,217.245960,0.001202
agm001343906,0.125000,3.212852,327.356415,0.307423,202.177025,0.002994
agm001284830,0.355000,1.458870,453.002930,0.336905,263.177744,0.001892
agm003763929,2.369000,6.572986,543.134338,0.450166,301.142102,0.000655
agm001121549,0.000000,0.881760,448.225189,0.165860,230.479514,0.005551
agm002541286,0.476000,2.814018,467.366852,0.362079,208.038725,0.001823
agm002356140,0.069000,2.840910,589.346008,0.278445,313.943920,0.001707
agm002325419,0.627000,2.911424,321.958221,0.393860,160.843958,0.001639
agm002140696,0.335000,3.003382,453.294281,0.355778,165.096213,0.002172
agm001292425,0.000000,-0.045934,359.467560,0.029243,304.196560,0.001928
agm001359957,0.022000,0.746159,371.779266,0.264427,189.545516,0.009458
agm002196489,0.341000,2.048517,481.584564,0.334006,270.025416,0.003571
agm001380576,0.009000,1.995807,413.634399,0.245679,222.350759,0.002056
agm002176623,2.846000,1.317503,410.643158,0.496264,235.897453,0.029394
agm002314335,4.729000,3.747205,287.072845,0.649592,159.708366,0.000674
agm003771449,0.472000,4.139559,270.895874,0.370741,175.981584,0.000794
agm003615668,1.141000,1.182315,345.212128,0.410554,230.938160,0.004568
agm002327373,0.378000,1.983040,337.286926,0.351149,204.593324,0.000167
agm003614559,0.032000,1.534428,436.906830,0.270225,206.039173,0.002408
agm002344659,1.540000,7.212711,420.109406,0.437659,224.350691,0.012886
agm003469213,3.527000,3.908571,585.022766,0.514812,252.302140,0.001774
agm003288460,3.512000,3.202833,315.505798,0.571849,173.101753,0.006483
agm002306654,0.018000,1.453819,323.933441,0.259280,203.705535,0.007200
agm003157485,2.940000,1.270450,257.399963,0.604019,121.748117,0.010141
agm002342762,0.510000,2.614651,412.644684,0.361373,225.830878,0.001481
agm003614526,0.016000,1.153007,703.702637,0.247003,359.964680,0.000462
agm001611029,2.063000,3.553497,433.329987,0.523557,138.481574,0.000223
agm003180035,0.001000,1.478952,300.512207,0.214353,165.096059,0.000928
agm003201916,5.048000,3.186249,482.120880,0.689826,144.779828,0.001077
agm001263000,0.013000,1.987811,313.631561,0.250047,250.553958,0.018916
agm002753822,0.000000,0.908418,317.745178,0.147318,179.715144,0.003525
agm002134283,0.001000,3.589225,572.407898,0.209393,293.615924,0.012027
agm003204506,12.105000,6.504120,293.977875,1.036009,154.367169,0.005308
agm001130150,0.000000,1.179239,315.293915,0.112084,146.063133,0.002636
agm002203469,0.002000,0.684052,352.885468,0.227357,181.795207,0.005120
agm002313943,0.148000,3.240415,437.394257,0.307258,241.489178,0.001087
agm001292556,2.537000,1.929254,559.172058,0.534281,158.151470,0.008063
agm003562573,2.262000,1.603150,391.683441,0.496761,186.734194,0.005311
agm003186023,0.004000,3.080002,492.200836,0.234612,210.467883,0.000129
agm003771396,0.033000,2.524534,292.490875,0.278561,150.619870,0.030808
agm001228528,0.077000,3.067051,377.759766,0.290075,223.932973,0.003906
agm002358353,0.516000,3.847948,477.981964,0.359139,238.513336,0.001594
agm003192365,5.931000,4.635910,175.926056,0.869401,102.886191,0.003129
agm001136464,0.088000,3.204933,375.523285,0.298622,189.467564,0.004801
agm001198660,0.078000,1.716918,530.953064,0.280559,323.140319,0.004415
agm001116344,3.188000,3.674316,379.011322,0.505505,245.887799,0.001755
agm001355495,0.000000,-0.064173,306.622345,0.029211,251.251346,0.004482
agm002694433,0.121000,3.377209,332.978058,0.305076,210.193961,0.014871
agm001628661,0.006000,2.854853,384.368866,0.238587,234.110082,0.001370
agm003763891,4.095000,4.942372,354.639130,0.554967,224.339254,0.003699
agm002363702,1.053000,2.763038,281.339386,0.447167,137.719786,0.012288
agm002213660,0.276000,1.456508,388.221313,0.334665,215.209886,0.003747
agm001038933,1.310000,6.538363,346.407867,0.429432,209.451831,0.002336
agm003436568,0.165000,9.073391,283.037750,0.325996,159.503123,0.000162
agm001148036,0.821000,2.330514,416.018433,0.389813,223.859712,0.000817
agm001229318,0.000000,1.388120,329.999115,0.182032,200.901455,0.004633
agm001100417,0.155000,1.028343,416.684448,0.303148,287.549616,0.004476
agm002038561,0.000000,1.134048,552.233643,0.160152,383.935651,0.014712
agm003298291,2.306000,3.132106,401.150726,0.504616,178.778127,0.006182
agm002254728,0.063000,1.346941,797.396057,0.274965,330.361010,0.002908
agm001259719,8.055000,3.817900,377.898865,0.728828,202.412329,0.001374
agm003432920,0.629000,1.729349,379.436188,0.398100,151.309252,0.000537
agm001284746,0.000000,0.938755,416.189117,0.055528,258.111134,0.001780
agm002153204,0.008000,0.740312,543.240479,0.237369,333.377877,0.001960
agm002133522,1.597000,4.509409,401.426239,0.477665,155.084540,0.012382
agm001148698,1.139000,2.875063,324.447205,0.442305,157.218394,0.006001
agm001342968,0.591000,2.686601,273.200623,0.395077,148.668825,0.007701
agm005020987,0.059000,2.028339,693.597656,0.266960,448.306880,0.000631
agm002359326,0.000000,2.096190,338.891998,0.197852,204.923279,0.002833
agm001267810,0.019000,1.141015,363.203705,0.263695,169.427507,0.004353
agm001139071,9.270000,4.438117,306.967346,0.869738,160.216516,0.002160
agm002694770,0.017000,1.170210,276.572113,0.259560,190.173977,0.082656
agm001136743,0.000000,4.524565,554.617249,0.142734,285.592941,0.009604
agm001310561,1.293000,2.697175,453.265350,0.419504,233.652014,0.006967
agm002383773,0.000000,0.839515,379.544464,0.073987,235.924677,0.004828
agm001107739,3.370000,4.755510,488.459015,0.522551,228.265282,0.001107
agm002190784,6.516000,11.092622,345.403839,0.658653,211.738182,0.006756
agm002744362,3.174000,3.699396,310.117035,0.516097,225.883915,0.005024
agm003128421,0.000000,1.890446,606.192505,0.167357,450.312751,0.000027
agm001106183,0.000000,0.269960,326.091919,0.076182,269.851968,0.002444
agm002286326,0.913000,1.863982,258.131195,0.428005,148.437653,0.015627
agm003183699,1.003000,2.654004,345.741364,0.440385,141.272624,0.001565
agm002945372,0.000000,2.744949,572.175476,0.202462,313.956786,0.002335
agm003204132,0.933000,6.445672,474.437500,0.388429,260.435559,0.004756
agm001211278,0.153000,2.044788,301.380341,0.318209,181.492733,0.006905
agm002646535,3.274000,2.357259,446.706024,0.506519,250.417183,0.012345
agm002137061,10.740000,1.354537,829.011841,0.646804,365.017686,0.007855
agm003200896,0.025000,4.397677,472.668671,0.261670,247.257322,0.019247
agm003437227,0.000000,1.369249,317.830566,0.114156,185.502989,0.023906
agm002694399,0.000000,1.472758,313.164490,0.105231,189.802108,0.002357
agm001615741,0.077000,1.799795,476.560364,0.291460,212.202091,0.001903
agm002323707,0.001000,3.549251,254.477921,0.224903,147.024111,0.002728
agm002166962,0.015000,3.437708,355.414764,0.254610,217.454936,0.002400
agm001115286,0.000000,1.336693,336.640350,0.142726,208.122481,0.000649
agm001115973,0.177000,3.253143,317.015137,0.331162,149.936436,0.008556
agm003158109,0.092000,2.884128,400.589172,0.292115,246.934137,0.003628
agm002348568,2.667000,4.257992,372.775269,0.536875,163.935020,0.001906
agm002487767,0.363000,1.884428,559.177429,0.332462,298.267299,0.033331
agm003175080,0.028000,4.703338,312.541809,0.278462,125.976460,0.012309
agm003294099,15.512000,5.167936,240.835800,1.361776,135.449371,0.002092
agm001350102,0.000000,0.658918,320.725647,0.107039,258.402843,0.364970
agm003161326,1.420000,1.042383,420.864227,0.434313,214.175685,0.001245
agm002028397,21.444000,6.248996,400.543854,1.336192,192.237176,0.001196
agm003169074,2.366000,1.788994,389.925110,0.558861,125.885458,0.000277
agm002184168,0.159000,3.053333,366.086517,0.319107,183.563891,0.002870
agm003184415,7.895000,2.630034,267.068939,1.059847,96.408978,0.001266
agm003186225,0.000000,1.223228,421.823212,0.114604,220.770036,0.002188
agm002161099,0.040000,3.551268,305.574982,0.287201,127.078856,0.012153
agm002172436,0.002000,1.304571,519.579041,0.223051,308.162154,0.023827
agm003157785,0.208000,0.952892,524.208313,0.306891,341.954908,0.005396
agm001115455,1.722000,3.694852,366.481110,0.464909,188.354689,0.001425
agm002928080,0.000000,1.170306,261.409180,0.153280,158.688772,0.001262
agm002329064,0.466000,4.979098,584.711548,0.347453,273.077354,0.005241
agm003269488,0.081000,1.708005,298.323090,0.299734,166.608142,0.000246
agm002367074,0.500000,2.563314,315.756866,0.367280,198.599773,0.008970
agm003172795,0.628000,2.341577,497.371368,0.364743,261.252592,0.001741
agm002306269,0.132000,6.593501,354.871674,0.307245,215.589970,0.002873
agm002167439,3.994000,7.443438,298.011322,0.646551,136.100333,0.002874
agm001115359,1.310000,3.345908,374.376556,0.421110,231.948785,0.007551
agm002186868,0.842000,1.656202,398.070953,0.382297,258.394821,0.013416
agm002354961,1.044000,6.474606,287.779175,0.439142,149.126083,0.002879
agm001611015,0.052000,2.128621,545.820801,0.274480,280.983342,0.001652
agm005112846,1.912000,3.319116,572.553101,0.438323,275.460974,0.000590
agm001105243,23.693000,1.591935,425.877228,0.946816,346.354008,0.001907
agm002246658,19.954000,12.100397,316.397736,1.460551,162.138634,0.002776
agm001213370,0.000000,0.932674,370.219177,0.108719,189.138351,0.001178
agm002164309,0.000000,0.824059,367.420258,0.196264,169.265909,0.029868
agm002694021,0.003000,1.295865,257.732452,0.236814,148.294424,0.002876
agm002367503,0.000000,0.520908,396.189178,0.054544,257.387579,0.002603
agm002191495,0.025000,3.329920,433.047577,0.259290,275.651851,0.003440
agm002348293,0.173000,2.232467,310.038971,0.327804,159.471372,0.002826
agm002428968,0.242000,3.240969,558.069946,0.320629,268.586094,0.002345
agm001265237,8.671000,3.138337,336.044739,1.145045,93.855015,0.013456
agm001230447,2.382000,3.027842,480.177582,0.471919,244.577301,0.000794
agm003202980,2.699000,7.449598,500.791473,0.494686,226.893519,0.001430
agm001233523,2.834000,2.715017,328.517609,0.542280,168.235568,0.004256
agm001180757,3.292000,1.403192,455.618011,0.509713,245.603053,0.004709
agm003189855,0.274000,1.682822,590.114563,0.319562,313.882887,0.000713
agm002059189,1.624000,1.346987,594.685425,0.406222,349.403473,0.003940
agm003168743,1.431000,2.932687,389.895203,0.462503,160.282537,0.007756
agm005112784,0.000000,2.779983,442.669464,0.191168,378.800487,0.027055
agm001210871,1.180000,1.277862,418.759430,0.420993,208.899805,0.007716
agm001106421,1.849000,2.799313,389.468719,0.464637,202.645827,0.013813
agm002911997,2.436000,2.444519,577.836731,0.446497,320.934913,0.002282
agm002177717,0.022000,2.681830,379.356842,0.260291,232.348789,0.003472
agm002186565,0.062000,2.626673,486.547119,0.281449,250.961168,0.018608
agm003192184,3.811000,5.113158,349.778870,0.589830,170.762481,0.001771
agm001620469,0.531000,2.326773,436.537720,0.384419,157.223982,0.003331
agm002134782,0.473000,3.345807,447.939941,0.364083,199.111132,0.000851
agm003633103,0.314000,1.567787,537.645325,0.335762,238.664710,0.003204
agm003161520,0.160000,1.150773,425.330933,0.323346,165.151837,0.004055
agm003273456,4.347000,0.774705,390.609528,0.592476,191.641818,0.001614
agm003201705,19.124000,6.666424,517.747070,1.174930,204.991046,0.002267
agm002384576,0.000000,0.964998,348.747711,0.083115,185.926999,0.002596
agm001620445,0.197000,3.196744,488.401642,0.320116,221.828531,0.001579
agm002158259,0.000000,1.051399,365.691223,0.128335,197.212919,0.026534
agm002164952,1.764000,2.718596,409.152191,0.490049,153.562765,0.000581
agm001343803,3.768000,3.007184,279.640656,0.629309,138.772141,0.008459
agm001115646,0.782000,3.432947,377.468658,0.381732,242.320703,0.001524
agm001276909,0.018000,0.551428,488.344330,0.248974,361.862298,0.006107
agm002225340,7.683000,2.333848,354.626740,0.957604,110.219676,0.003167
agm002666170,0.018000,4.039565,418.111053,0.252688,281.979034,0.010607
agm003416013,0.358000,5.566640,402.121002,0.341958,236.309205,0.002991
agm001228054,0.064000,5.125978,319.398254,0.286141,214.019462,0.002746
agm003160750,0.484000,2.967840,363.554688,0.364842,200.953469,0.008615
agm001308223,0.000000,2.090728,302.214813,0.126599,203.341655,0.003358
